id,output
980,(ORDER (PIZZAORDER ) (PIZZAORDER (TOPPING 8 ) (TOPPING jalepeno ) (TOPPING peppers ) (TOPPING feta cheese ) (TOPPING peppers ) ) )
981,(ORDER (PIZZAORDER (NUMBER smoked ) (SIZE small ) (TOPPING red cabbage ) (TOPPING shrimp ) ) )
982,(ORDER (PIZZAORDER (TOPPING bacon ) (TOPPING potatoes ) ) )
983,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING canadian ) (TOPPING bacon ) ) )
984,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE crust ) ) (DRINKORDER (NUMBER a ) ) )
985,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING meatball ) ) (PIZZAORDER (TOPPING pesto ) ) )
986,(ORDER (PIZZAORDER (SIZE nine xl ) (TOPPING green ) (TOPPING pepper ) (TOPPING jalapenos ) ) )
987,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE personal size ) ) )
988,(ORDER (PIZZAORDER (SIZE a ) (TOPPING lemon ) (TOPPING zest ) (TOPPING bacon ) ) )
989,(ORDER (PIZZAORDER (SIZE a ) (STYLE xl ) (TOPPING carrots ) ) )
990,(ORDER (PIZZAORDER (SIZE large ) ) )
991,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium sized ) (TOPPING peas ) ) )
992,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING pickes ) ) (PIZZAORDER ) )
993,(ORDER (PIZZAORDER (SIZE a large size ) (COMPLEX_TOPPING (QUANTITY just ) (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY bit ) (TOPPING cheese ) ) ) )
994,(ORDER (PIZZAORDER (SIZE large ) (TOPPING ham ) ) (PIZZAORDER (NUMBER two ) ) )
995,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (STYLE xl ) (TOPPING top ) (TOPPING black olive ) (TOPPING chicken ) ) )
996,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE small ) (TOPPING prosciutto ) ) )
997,(ORDER (PIZZAORDER (NUMBER a ) (STYLE prosciutto ) (TOPPING italian sausage ) ) )
998,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE persoal ) (TOPPING chicken ) (TOPPING banana peppers ) ) )
999,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med veggies lover door ) (TOPPING pineapples ) (TOPPING pepperonis ) ) )
1000,(ORDER (PIZZAORDER (STYLE meat lovers ) (TOPPING jalapenos ) ) )
1001,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (STYLE mushy peas stuffed crust ) (NOT (TOPPING peppers ) ) ) )
1002,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (SIZE lunch size ) (STYLE trffle ) (STYLE deep ) (TOPPING light ) (TOPPING dish ) (TOPPING pesto ) ) )
1003,(ORDER (PIZZAORDER (SIZE additional ) (STYLE lare size ) (STYLE peppers additional ) (TOPPING yellow ) (TOPPING pepperoni ) ) )
1004,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE arugula pan ) ) )
1005,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE leeks ) (TOPPING roasted eggplant ) ) )
1006,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olives ) (TOPPING pepper ) ) )
1007,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium sized ) (TOPPING gorgonzola ) (TOPPING onions ) ) )
1008,(ORDER (PIZZAORDER (NUMBER a ) (SIZE juice ) ) (PIZZAORDER ) )
1009,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal size ) (TOPPING cheese ) (TOPPING banana ) (TOPPING pepper ) (TOPPING onions ) ) )
1010,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING sauce ) (COMPLEX_TOPPING (QUANTITY green ) (TOPPING somes ) ) ) (PIZZAORDER ) )
1011,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING broccoli ) ) )
1012,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER eiht ) (TOPPING largesize sausage ) (TOPPING bbqchicken ) ) )
1013,(ORDER (PIZZAORDER (SIZE medium sized ) (TOPPING peppers ) (TOPPING vegan pepperoni ) ) )
1014,(ORDER (PIZZAORDER (NUMBER 5 ) (SIZE medium ) (TOPPING roasted tomatoes ) (TOPPING pineapple ) ) )
1015,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE bi meat ) (TOPPING beef ) (TOPPING gruyere cheee ) ) )
1016,(ORDER (PIZZAORDER (NUMBER a ) (SIZE a ) (STYLE xl mea lovers ) (TOPPING stuff crust ) ) (PIZZAORDER (STYLE lover ) ) )
1017,(ORDER (DRINKORDER (NUMBER how ) ) (DRINKORDER (CONTAINERTYPE adding ) ) )
1018,(ORDER (PIZZAORDER (SIZE large size ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING parmasean ) ) ) (PIZZAORDER (NUMBER a ) (TOPPING red onion ) ) )
1019,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING ricotta cheese ) (TOPPING spicy red sauce ) ) )
1020,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING lamb ) ) )
1021,(ORDER (PIZZAORDER (SIZE medium sized ) (STYLE big meat ) ) )
1022,(ORDER (PIZZAORDER (SIZE extra ) ) (PIZZAORDER (STYLE prawns ) (TOPPING bacon ) ) )
1023,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING dried ) (TOPPING tomatoes ) (TOPPING basil ) ) )
1024,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) ) (PIZZAORDER ) (PIZZAORDER (TOPPING onions ) ) )
1025,(ORDER (PIZZAORDER (SIZE medium ) (NOT (STYLE gluten free ) ) (TOPPING eigt ) (TOPPING beef ) ) )
1026,(ORDER (PIZZAORDER (NUMBER six large ) (SIZE large ) (TOPPING bacon ) (TOPPING mushrooms ) (TOPPING bacon ) ) )
1027,(ORDER (PIZZAORDER (SIZE extra large ) (STYLE supreme ) (TOPPING cherry tomatoes ) (TOPPING green bell peppers ) ) )
1028,(ORDER (PIZZAORDER (SIZE 1 extr large ) (TOPPING leeks ) (TOPPING onions ) ) )
1029,(ORDER (PIZZAORDER (NUMBER five ) (STYLE lunh ) (TOPPING jalapenos ) (TOPPING pepperoni ) ) )
1030,(ORDER (PIZZAORDER (NUMBER 4 ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING artihokes ) ) (TOPPING light sauce ) ) (DRINKORDER (NUMBER 4 ) ) (DRINKORDER (DRINKTYPE 7 ) ) (DRINKORDER (DRINKTYPE up ) ) )
1031,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING bay leaves ) (COMPLEX_TOPPING (QUANTITY canadian bacon ) (TOPPING peperoni ) ) ) )
1032,(ORDER (PIZZAORDER (SIZE large size ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING low fat hams ) ) ) )
1033,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING red onion ) (TOPPING pepper ) ) (PIZZAORDER ) )
1034,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) ) )
1035,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (NUMBER ppper ) (SIZE small ) (TOPPING mushy ) (TOPPING peas ) ) )
1036,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING low fat cheese ) (TOPPING tuna pineapple ) ) )
1037,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE large ) (STYLE with ) (TOPPING yellow peppers ) (TOPPING griled chicken ) (TOPPING ligh ) ) )
1038,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING peppers ) ) (TOPPING tomatoes ) ) (PIZZAORDER ) )
1039,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (DRINKTYPE diet ) ) (DRINKORDER (DRINKTYPE coke ) ) )
1040,(ORDER (PIZZAORDER (NUMBER large ) ) )
1041,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium ) (TOPPING peppers ) (TOPPING mushrooms ) ) )
1042,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl jalpenos ) (TOPPING sausage ) ) )
1043,(ORDER (PIZZAORDER (NUMBER canadian ) (TOPPING jalepeno peppers ) ) (PIZZAORDER (NUMBER a ) ) (DRINKORDER (VOLUME coffees ) ) )
1044,(ORDER (PIZZAORDER (NUMBER 1 ) (STYLE largesize ) (TOPPING lovers ) (TOPPING bay leves ) ) )
1045,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING hams ) ) )
1046,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING pineapple ) ) )
1047,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE size ) ) )
1048,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING pesto ) (TOPPING hot peppers ) ) )
1049,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING garlic ) (TOPPING red ) ) )
1050,(ORDER (PIZZAORDER (NUMBER a ) (STYLE extralarge pan ) (TOPPING tomatoes ) ) (PIZZAORDER (NUMBER a ) (TOPPING ham ) ) )
1051,(ORDER (PIZZAORDER (NUMBER peppers ) (SIZE medium size ) (TOPPING pamesan ) ) )
1052,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING chard ) (TOPPING cheesebuger ) ) )
1053,(ORDER (PIZZAORDER (STYLE all the veggies ) (COMPLEX_TOPPING (QUANTITY a lot of ) (TOPPING cheese ) ) ) )
1054,(ORDER (PIZZAORDER (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY 1 ) (TOPPING gorgonzola ) ) ) )
1055,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lot ) (STYLE extra ) (TOPPING sure ) (TOPPING parmasean ) (TOPPING onions ) ) )
1056,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE big meat ) (TOPPING feta ) ) )
1057,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING cheese ) (TOPPING garlic ) ) )
1058,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE xl ) (TOPPING parmesan ) (TOPPING tofu ) (TOPPING pepperoni ) (TOPPING sausage ) ) )
1059,(ORDER (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY xl ) (TOPPING lettuce ) ) (TOPPING hummus ) ) )
1060,(ORDER (PIZZAORDER (SIZE large ) ) (DRINKORDER ) (DRINKORDER (NUMBER 3 ) ) (DRINKORDER (DRINKTYPE sprite ) ) )
1061,(ORDER (PIZZAORDER (SIZE medium ) (STYLE big mat ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING potatoes ) ) ) )
1062,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) ) )
1063,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lage ) (TOPPING capers ) (TOPPING seeds ) (TOPPING combintion ) ) )
1064,(ORDER (PIZZAORDER (NUMBER large ) (SIZE six ) ) (PIZZAORDER (NUMBER six ) (SIZE large size ) ) )
1065,(ORDER (PIZZAORDER (NUMBER 11 ) (STYLE peronal ) (TOPPING bacon ) ) )
1066,(ORDER (PIZZAORDER (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY parmasean ) (TOPPING pinepple ) ) (TOPPING pesto ) ) )
1067,(ORDER (PIZZAORDER (NUMBER a ) (STYLE gluten free rust ) (TOPPING bacon ) (TOPPING ground beef ) ) )
1068,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper ) (TOPPING margarita ) ) )
1069,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING vegie ) ) )
1070,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 9 ) (TOPPING garlic powder ) (TOPPING green pepper ) ) (PIZZAORDER ) )
1071,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING vegan pepperoni ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING black beans ) ) ) )
1072,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING red cabbage ) (TOPPING broccoli ) (TOPPING fontina cheese ) ) )
1073,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE sie ) (STYLE fat cheese supreme ) (TOPPING lw ) ) )
1074,(ORDER (PIZZAORDER (NUMBER 7 ) (SIZE medium size ) (TOPPING onions ) ) (PIZZAORDER (TOPPING lemon zst ) ) )
1075,(ORDER (PIZZAORDER (NUMBER medium one ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING cumin ) ) (TOPPING tuna ) ) )
1076,(ORDER (DRINKORDER (NUMBER one ) (SIZE medium ) ) )
1077,(ORDER (PIZZAORDER (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY 1 ) (TOPPING black ) ) (TOPPING beans ) (TOPPING olives ) ) )
1078,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunh ) (STYLE all the meats ) (TOPPING salami ) ) )
1079,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE extra large ) (TOPPING pepper ) (TOPPING alfredo chicken ) ) )
1080,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE a ) (STYLE meium ) (STYLE tomatoes ) (TOPPING roasted ) (TOPPING vegan ) (TOPPING pepperoni ) ) )
1081,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium sized ) (TOPPING leeks ) (TOPPING roasted eggplant ) ) (DRINKORDER (VOLUME medium ) ) )
1082,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING tomato ) (TOPPING sauce ) ) )
1083,(ORDER (PIZZAORDER (NUMBER 1 ) (STYLE xl ) (COMPLEX_TOPPING (QUANTITY a bunch of ) (TOPPING peas ) ) (TOPPING sausage ) ) )
1084,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bbq ) (TOPPING chicken posciutto ) ) )
1085,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING beef ) (TOPPING alfredo chicken ) ) )
1086,(ORDER (PIZZAORDER (SIZE extra large ) (TOPPING green olives ) (TOPPING mushroom ) ) )
1087,(ORDER (PIZZAORDER (NUMBER a ) (SIZE party size ) (STYLE few ) (TOPPING in ) (TOPPING hours ) ) )
1088,(ORDER (PIZZAORDER (NUMBER tirteen ) (SIZE personal ) (TOPPING sausage ) (TOPPING cheese ) (TOPPING peppers ) ) )
1089,(ORDER (PIZZAORDER (NUMBER 15 ) (SIZE large ) (TOPPING suprme ) (TOPPING ground beef onions ) ) )
1090,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE suffed crust ) (TOPPING duck ) ) )
1091,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING beef ) (TOPPING pesto ) ) )
1092,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medim ) (STYLE all the meats door ) (TOPPING dried ) (TOPPING tomatoes ) ) )
1093,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olives ) (TOPPING hams ) ) )
1094,(ORDER (PIZZAORDER (NUMBER 6 ) (STYLE medim ) ) )
1095,(ORDER (PIZZAORDER (NUMBER thirteen ) (STYLE luch ) (TOPPING peppers ) (TOPPING salami ) ) )
1096,(ORDER (PIZZAORDER (NUMBER 1 ) (TOPPING tomatoe sauce ) (TOPPING cherry tomatoes ) ) )
1097,(ORDER (PIZZAORDER (NUMBER 8 ) (TOPPING ground beef ) (TOPPING jalepeno ) ) )
1098,(ORDER (PIZZAORDER (STYLE xl cheese ) (STYLE pan ) ) )
1099,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE sze ) (TOPPING jalapenos ) (TOPPING pine apple ) ) )
1100,(ORDER (PIZZAORDER ) (DRINKORDER (NUMBER a ) ) )
1101,(ORDER (PIZZAORDER ) (PIZZAORDER (TOPPING favor ) (TOPPING basil ) (TOPPING bbq sauce ) ) )
1102,(ORDER (PIZZAORDER (NUMBER 10 ) (STYLE vggies lover ) (TOPPING red onion ) ) )
1103,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE gaze ) (TOPPING balsamic ) (COMPLEX_TOPPING (QUANTITY more ) (TOPPING cheese ) ) ) )
1104,(ORDER (PIZZAORDER (NUMBER a ) (STYLE new york stle ) ) )
1105,(ORDER (DRINKORDER (NUMBER 12 ) ) (DRINKORDER (NUMBER medium ) ) (DRINKORDER (DRINKTYPE coke ) ) )
1106,(ORDER (PIZZAORDER (NUMBER a ) (NOT (TOPPING cherry ) ) (TOPPING tomatoes ) ) )
1107,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING cheeseburger ) ) (DRINKORDER (VOLUME cherry ) ) (DRINKORDER (DRINKTYPE coke ) ) )
1108,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING chicken ) ) ) (PIZZAORDER ) )
1109,(ORDER (PIZZAORDER (NUMBER two ) (STYLE xl ) (TOPPING balsamic glaze ) (TOPPING chorizo ) ) )
1110,(ORDER (PIZZAORDER (NUMBER 15 ) (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY chicago ) (TOPPING style ) ) (TOPPING smoked salmon onions ) ) )
1111,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE xl kimchi ) (TOPPING black olive ) ) )
1112,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING cheeseburger ) (TOPPING peppers ) ) )
1113,(ORDER (PIZZAORDER (NUMBER a ) (STYLE crunchy vegetarian ) (TOPPING fresh truffleoil ) (TOPPING green pepper ) ) )
1114,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (NOT (TOPPING truffle oil ) ) (TOPPING ham ) ) )
1115,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE personal ) (TOPPING bacon ) (TOPPING mushroom ) ) )
1116,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING hot pepers ) (TOPPING tuna ) (TOPPING pesto ) ) )
1117,(ORDER (PIZZAORDER (NUMBER seven ) (SIZE both ) (TOPPING zucchini ) (TOPPING pesto ) ) (PIZZAORDER ) )
1118,(ORDER (PIZZAORDER (NUMBER a ) ) )
1119,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (CONTAINERTYPE total ) ) (DRINKORDER (VOLUME of ) ) )
1120,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE meican ) ) (PIZZAORDER (TOPPING pepperoni ) ) )
1121,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING prsley ) ) (DRINKORDER (CONTAINERTYPE bottle ) ) (DRINKORDER (DRINKTYPE sprite ) ) )
1122,(ORDER (PIZZAORDER (NUMBER two ) ) (PIZZAORDER (NUMBER fontina ) ) (PIZZAORDER (NUMBER cheese ) ) )
1123,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING artichokes ) ) (TOPPING spicy red sauce ) (TOPPING basil ) ) )
1124,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large extra ) (TOPPING pesto ) (TOPPING ham ) (TOPPING pepperoni ) (TOPPING pesto ) ) (PIZZAORDER (TOPPING mushrooms ) (TOPPING green peppers ) ) )
1125,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE med onion ) (TOPPING pan ) ) )
1126,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING cherry tomatoes ) (TOPPING alittle cheese ) ) (DRINKORDER (NUMBER two ) (SIZE medium ) ) (DRINKORDER (VOLUME ice ) ) (DRINKORDER (DRINKTYPE tea ) ) )
1127,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING cumin ) (TOPPING feta ) ) )
1128,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE a medum ) (STYLE total ) (STYLE bayleaves ) (TOPPING them ) (TOPPING mushrooms ) ) )
1129,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olive ) (TOPPING might ) (TOPPING go ) ) )
1130,(ORDER (PIZZAORDER (NUMBER five ) (TOPPING lamb ) (TOPPING ground bef ) ) )
1131,(ORDER (PIZZAORDER (NUMBER 1 ) ) (PIZZAORDER (SIZE size ) (STYLE pan ) ) )
1132,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large size ) ) (PIZZAORDER ) (PIZZAORDER (NOT (COMPLEX_TOPPING (QUANTITY of ) (TOPPING garlic ) ) ) ) )
1133,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER eleven ) (TOPPING capers ) ) )
1134,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER just ) (STYLE a lnch ) (TOPPING beans ) (TOPPING mushrooms ) ) )
1135,(ORDER (PIZZAORDER (NUMBER 7 ) (TOPPING tomato ) (TOPPING cheddar cheese ) ) )
1136,(ORDER (PIZZAORDER (STYLE med poppy seeds ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (VOLUME liter ) ) (DRINKORDER (VOLUME of ) ) (DRINKORDER (DRINKTYPE doctor ) ) (DRINKORDER (DRINKTYPE peppers ) ) )
1137,(ORDER (PIZZAORDER (NUMBER 8 ) (SIZE lunch ) (TOPPING goat cheese ) (TOPPING red onios ) ) )
1138,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER two ) (STYLE xl new york style ) (TOPPING lamb ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (DRINKTYPE ice ) ) (DRINKORDER (DRINKTYPE teas ) ) )
1139,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING grilled ) (TOPPING chicken ) (TOPPING olives ) ) (DRINKORDER (NUMBER three ) ) (DRINKORDER (DRINKTYPE diet ) ) (DRINKORDER (DRINKTYPE sprites ) ) )
1140,(ORDER (PIZZAORDER (NUMBER fifteen ) (STYLE xl ) (TOPPING gorgonzoa ) (TOPPING ham ) ) )
1141,(ORDER (PIZZAORDER (TOPPING sausage ) (TOPPING tuna ) ) )
1142,(ORDER (PIZZAORDER (NUMBER a ) (STYLE meat lovers ) (TOPPING arugula ) ) )
1143,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING bacon ) (TOPPING onions ) ) (PIZZAORDER ) )
1144,(ORDER (PIZZAORDER (NUMBER two ) ) (PIZZAORDER (TOPPING cheese ) ) (PIZZAORDER (NUMBER size ) ) )
1145,(ORDER (PIZZAORDER (SIZE medium sized ) (STYLE tomatoes ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING roasted ) ) (TOPPING mint ) (TOPPING onions ) ) )
1146,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING pineapples ) ) )
1147,(ORDER (PIZZAORDER (SIZE a ) (STYLE hot ) (TOPPING everyhing ) (TOPPING peppers ) (TOPPING lettuce ) ) )
1148,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE xl anchovies ) (TOPPING fresh lamb ) ) )
1149,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (NUMBER sweet ) ) )
1150,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) ) )
1151,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING cherry ) (TOPPING tomatoes ) (TOPPING sausage ) ) )
1152,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE extra large ) (TOPPING cherry ) (TOPPING tomatoes ) (TOPPING olives ) ) )
1153,(ORDER (DRINKORDER (NUMBER fifteen ) ) (DRINKORDER (DRINKTYPE lemon ) ) (DRINKORDER (DRINKTYPE six ) ) )
1154,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING cheese ) (COMPLEX_TOPPING (QUANTITY on ) (TOPPING spinach ) ) ) )
1155,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE xl ) (STYLE dish ) (COMPLEX_TOPPING (QUANTITY deep ) (TOPPING peppers ) ) (TOPPING sausage ) ) )
1156,(ORDER (PIZZAORDER (NUMBER one ) (STYLE deep dish ) (TOPPING hot peppers ) ) )
1157,(ORDER (PIZZAORDER (NUMBER a ) (SIZE drizzle ) (TOPPING spicy ) (TOPPING red sauce ) ) (PIZZAORDER ) )
1158,(ORDER (PIZZAORDER (SIZE large ) (STYLE little ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING lettuce ) ) (TOPPING cheese ) ) )
1159,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING hamburger ) ) (TOPPING ham ) ) )
1160,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING gren pepper ) (TOPPING mushroom ) ) )
1161,(ORDER (PIZZAORDER (SIZE medim ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING cherry ) ) (TOPPING toatoes ) (TOPPING ham ) ) )
1162,(ORDER (PIZZAORDER (NUMBER 14 ) (SIZE small ) (TOPPING olive ) (TOPPING psto ) ) )
1163,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING gorgonzola ) ) )
1164,(ORDER (PIZZAORDER (NUMBER how ) (TOPPING doule ) (TOPPING tomato ) (TOPPING sauce ) ) (PIZZAORDER ) )
1165,(ORDER (PIZZAORDER (NUMBER a ) ) )
1166,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium size ) (STYLE topping ) (STYLE the ) (COMPLEX_TOPPING (QUANTITY toppings being ) (TOPPING sweet ) ) (TOPPING black ) (TOPPING olives ) (TOPPING sausage ) ) )
1167,(ORDER (PIZZAORDER (NUMBER a ) (STYLE extralarge ) (TOPPING lettuce ) (TOPPING sausage ) (TOPPING ham ) ) )
1168,(ORDER (PIZZAORDER (SIZE lunch ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING olive ) ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY bunch of ) (TOPPING cheese ) ) ) )
1169,(ORDER (PIZZAORDER (STYLE just ) (TOPPING psto ) ) )
1170,(ORDER (PIZZAORDER (SIZE a ) (TOPPING pesto sauce ) (TOPPING bacon ) (TOPPING cheese ) ) )
1171,(ORDER (PIZZAORDER (NUMBER four ) (STYLE lage ) (TOPPING liht ) (TOPPING bacon ) ) )
1172,(ORDER (PIZZAORDER (SIZE medium size ) (TOPPING cumin pesto ) (TOPPING olive ) ) )
1173,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (SIZE medium size ) (TOPPING metball ) (TOPPING olive ) ) )
1174,(ORDER (PIZZAORDER (SIZE large ) (TOPPING mushrooms ) ) )
1175,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING leeks ) (TOPPING tomatoe sauce ) ) )
1176,(ORDER (DRINKORDER (NUMBER four ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (VOLUME liter ) ) (DRINKORDER (CONTAINERTYPE of ) ) (DRINKORDER (SIZE up ) (DRINKTYPE sven ) ) )
1177,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER sized ) (SIZE medium ) (TOPPING beans ) (TOPPING pesto ) ) )
